chr	anotation	type	start	end	score	strand	frame	gene	attribute
3	Araport11	gene	901728	903411	.	-	.	AT3G03670	protein_coding
3	Araport11	gene	6305410	6305678	.	-	.	AT3G03675	long_noncoding_rna
3	Araport11	gene	907384	910928	.	+	.	AT3G03680	protein_coding
3	Araport11	gene	6343850	6344220	.	-	.	AT3G03685	long_noncoding_rna
3	Araport11	gene	911178	913824	.	-	.	AT3G03690	protein_coding
3	Araport11	gene	6344092	6344411	.	+	.	AT3G03695	other_rna
3	Araport11	gene	916435	918490	.	+	.	AT3G03700	protein_coding
3	Araport11	gene	916306	918887	.	-	.	AT3G03702	antisense_long_noncoding_rna
3	Araport11	gene	6380668	6381324	.	-	.	AT3G03705	long_noncoding_rna
3	Araport11	gene	919362	925372	.	+	.	AT3G03710	protein_coding
3	Araport11	gene	6388495	6388929	.	-	.	AT3G03715	long_noncoding_rna
3	Araport11	gene	925556	930002	.	-	.	AT3G03720	protein_coding
3	Araport11	gene	6391485	6391928	.	-	.	AT3G03725	long_noncoding_rna
3	Araport11	gene	933341	934464	.	-	.	AT3G03726	protein_coding
3	Araport11	gene	935139	936320	.	-	.	AT3G03730	protein_coding
3	Araport11	gene	6391874	6392080	.	+	.	AT3G03735	long_noncoding_rna
3	Araport11	gene	936878	941670	.	-	.	AT3G03740	protein_coding
3	Araport11	gene	6430084	6430211	.	+	.	AT3G03745	antisense_rna
3	Araport11	gene	939900	942094	.	+	.	AT3G03750	protein_coding
3	Araport11	gene	6443346	6443553	.	+	.	AT3G03755	long_noncoding_rna
3	Araport11	gene	943557	944834	.	+	.	AT3G03760	protein_coding
3	Araport11	gene	6468304	6468547	.	-	.	AT3G03765	long_noncoding_rna
3	Araport11	gene	945077	949238	.	-	.	AT3G03770	protein_coding
3	Araport11	gene	951628	954055	.	+	.	AT3G03773	protein_coding
3	Araport11	gene	6472301	6472614	.	+	.	AT3G03775	long_noncoding_rna
3	Araport11	gene	954021	955371	.	-	.	AT3G03776	protein_coding
3	Araport11	gene	956862	961032	.	+	.	AT3G03780	protein_coding
3	Araport11	gene	6508999	6509239	.	+	.	AT3G03785	antisense_long_noncoding_rna
3	Araport11	gene	961750	968152	.	+	.	AT3G03790	protein_coding
3	Araport11	gene	6577484	6577793	.	+	.	AT3G03795	long_noncoding_rna
3	Araport11	gene	969050	971691	.	+	.	AT3G03800	protein_coding
3	Araport11	gene	6684899	6685335	.	-	.	AT3G03805	long_noncoding_rna
3	Araport11	gene	971648	976414	.	-	.	AT3G03810	protein_coding
3	Araport11	gene	6687213	6689728	.	-	.	AT3G03815	antisense_long_noncoding_rna
3	Araport11	gene	976715	977474	.	-	.	AT3G03820	protein_coding
3	Araport11	gene	6783366	6783683	.	-	.	AT3G03825	long_noncoding_rna
3	Araport11	gene	978265	978570	.	+	.	AT3G03826	protein_coding
3	Araport11	gene	979379	979900	.	+	.	AT3G03828	protein_coding
3	Araport11	gene	979976	980562	.	-	.	AT3G03830	protein_coding
3	Araport11	gene	6795899	6796269	.	-	.	AT3G03835	long_noncoding_rna
3	Araport11	gene	981072	981801	.	+	.	AT3G03840	protein_coding
3	Araport11	gene	981969	982040	72	+	.	AT3G03845	pre_trna
3	Araport11	gene	982192	982587	.	-	.	AT3G03847	protein_coding
3	Araport11	gene	983057	983768	.	+	.	AT3G03850	protein_coding
3	Araport11	gene	984099	984170	72	+	.	AT3G03852	pre_trna
3	Araport11	gene	986941	991617	.	+	.	AT3G03855	pseudogene
3	Araport11	gene	992074	994697	.	+	.	AT3G03860	protein_coding
3	Araport11	gene	6807980	6808309	.	-	.	AT3G03865	antisense_long_noncoding_rna
3	Araport11	gene	995062	997410	.	+	.	AT3G03870	protein_coding
3	Araport11	gene	6842875	6843100	.	-	.	AT3G03875	long_noncoding_rna
3	Araport11	gene	997724	999359	.	+	.	AT3G03880	protein_coding
3	Araport11	gene	999350	1002595	.	-	.	AT3G03890	protein_coding
3	Araport11	gene	6870907	6871302	.	-	.	AT3G03895	antisense_long_noncoding_rna
3	Araport11	gene	1002765	1005025	.	-	.	AT3G03900	protein_coding
3	Araport11	gene	6890341	6890576	.	+	.	AT3G03905	long_noncoding_rna
3	Araport11	gene	1006780	1009018	.	+	.	AT3G03910	protein_coding
3	Araport11	gene	6906653	6906987	.	-	.	AT3G03915	long_noncoding_rna
3	Araport11	gene	1008995	1010573	.	-	.	AT3G03920	protein_coding
3	Araport11	gene	6921907	6922137	.	+	.	AT3G03925	long_noncoding_rna
3	Araport11	gene	1011310	1012810	.	-	.	AT3G03930	protein_coding
3	Araport11	gene	6977472	6977911	.	+	.	AT3G03935	long_noncoding_rna
3	Araport11	gene	1013929	1019418	.	-	.	AT3G03940	protein_coding
3	Araport11	gene	6988650	6988967	.	+	.	AT3G03945	long_noncoding_rna
3	Araport11	gene	1021146	1024015	.	+	.	AT3G03950	protein_coding
3	Araport11	gene	7054433	7054652	.	-	.	AT3G03955	antisense_long_noncoding_rna
3	Araport11	gene	1024144	1027891	.	+	.	AT3G03960	protein_coding
3	Araport11	gene	7056016	7056537	.	+	.	AT3G03965	antisense_long_noncoding_rna
3	Araport11	gene	1027866	1030677	.	-	.	AT3G03970	protein_coding
3	Araport11	gene	7230311	7230512	.	+	.	AT3G03975	antisense_long_noncoding_rna
3	Araport11	gene	1031660	1033237	.	+	.	AT3G03980	protein_coding
3	Araport11	gene	7234517	7235035	.	-	.	AT3G03985	long_noncoding_rna
3	Araport11	gene	1033579	1035237	.	+	.	AT3G03990	protein_coding
3	Araport11	gene	7234800	7235184	.	+	.	AT3G03995	long_noncoding_rna
3	Araport11	gene	1035238	1036672	.	+	.	AT3G04000	protein_coding
3	Araport11	gene	7237468	7237775	.	+	.	AT3G04005	long_noncoding_rna
3	Araport11	gene	1036194	1039603	.	-	.	AT3G04010	protein_coding
3	Araport11	gene	7248046	7248431	.	-	.	AT3G04015	antisense_long_noncoding_rna
3	Araport11	gene	1040331	1042547	.	+	.	AT3G04020	protein_coding
3	Araport11	gene	7251025	7251234	.	+	.	AT3G04025	antisense_long_noncoding_rna
3	Araport11	gene	1042700	1044813	.	-	.	AT3G04030	protein_coding
3	Araport11	gene	7269411	7269688	.	-	.	AT3G04035	antisense_long_noncoding_rna
3	Araport11	gene	1047640	1049444	.	+	.	AT3G04040	protein_coding
3	Araport11	gene	7365299	7365516	.	-	.	AT3G04045	long_noncoding_rna
3	Araport11	gene	1049653	1051608	.	+	.	AT3G04050	protein_coding
3	Araport11	gene	7436669	7436940	.	-	.	AT3G04055	antisense_long_noncoding_rna
3	Araport11	gene	1053360	1055196	.	-	.	AT3G04060	protein_coding
3	Araport11	gene	7441129	7441721	.	+	.	AT3G04065	long_noncoding_rna
3	Araport11	gene	1061300	1063234	.	-	.	AT3G04070	protein_coding
3	Araport11	gene	1067558	1071438	.	-	.	AT3G04080	protein_coding
3	Araport11	gene	7462804	7463058	.	+	.	AT3G04085	long_noncoding_rna
3	Araport11	gene	1071984	1074244	.	-	.	AT3G04090	protein_coding
3	Araport11	gene	7469830	7470139	.	-	.	AT3G04095	long_noncoding_rna
3	Araport11	gene	1075299	1075922	.	+	.	AT3G04100	protein_coding
3	Araport11	gene	1077236	1080504	.	+	.	AT3G04110	protein_coding
3	Araport11	gene	7472090	7472467	.	+	.	AT3G04115	long_noncoding_rna
3	Araport11	gene	1080942	1083690	.	+	.	AT3G04120	protein_coding
3	Araport11	gene	7538404	7538644	.	-	.	AT3G04125	long_noncoding_rna
3	Araport11	gene	1083772	1086418	.	+	.	AT3G04130	protein_coding
3	Araport11	gene	7582475	7582703	.	-	.	AT3G04135	antisense_long_noncoding_rna
3	Araport11	gene	1086516	1089416	.	+	.	AT3G04140	protein_coding
3	Araport11	gene	7635723	7635948	.	-	.	AT3G04145	long_noncoding_rna
3	Araport11	gene	1089417	1090468	.	-	.	AT3G04150	protein_coding
3	Araport11	gene	7682509	7682595	524	+	.	AT3G04155	small_nucleolar_rna
3	Araport11	gene	1091089	1094348	.	-	.	AT3G04160	protein_coding
3	Araport11	gene	7682639	7682749	153	+	.	AT3G04165	small_nucleolar_rna
3	Araport11	gene	1094621	1095665	.	-	.	AT3G04170	protein_coding
3	Araport11	gene	7682805	7682944	71	+	.	AT3G04175	small_nucleolar_rna
3	Araport11	gene	1097475	1098422	.	-	.	AT3G04180	protein_coding
3	Araport11	gene	1098825	1099529	.	+	.	AT3G04181	protein_coding
3	Araport11	gene	1100085	1100246	.	-	.	AT3G04184	protein_coding
3	Araport11	gene	7685374	7686194	.	-	.	AT3G04185	antisense_long_noncoding_rna
3	Araport11	gene	1101878	1102763	.	-	.	AT3G04190	protein_coding
3	Araport11	gene	7689656	7689838	.	+	.	AT3G04195	antisense_rna
3	Araport11	gene	1103616	1104614	.	-	.	AT3G04200	protein_coding
3	Araport11	gene	7694489	7694767	.	-	.	AT3G04205	long_noncoding_rna
3	Araport11	gene	1105650	1108252	.	-	.	AT3G04210	protein_coding
3	Araport11	gene	7756124	7756412	.	-	.	AT3G04215	long_noncoding_rna
3	Araport11	gene	1108725	1112437	.	-	.	AT3G04220	protein_coding
3	Araport11	gene	7760771	7761133	.	+	.	AT3G04225	long_noncoding_rna
3	Araport11	gene	1112871	1113859	.	-	.	AT3G04230	protein_coding
3	Araport11	gene	7801002	7801508	.	+	.	AT3G04235	long_noncoding_rna
3	Araport11	gene	1113914	1120933	.	-	.	AT3G04240	protein_coding
3	Araport11	gene	7819325	7819596	.	-	.	AT3G04245	long_noncoding_rna
3	Araport11	gene	1121950	1122828	.	+	.	AT3G04250	protein_coding
3	Araport11	gene	7838999	7839251	.	+	.	AT3G04255	antisense_long_noncoding_rna
3	Araport11	gene	1122948	1127581	.	-	.	AT3G04260	protein_coding
3	Araport11	gene	7901643	7901891	.	+	.	AT3G04265	long_noncoding_rna
3	Araport11	gene	1127681	1128125	.	-	.	AT3G04270	protein_coding
3	Araport11	gene	7968578	7968818	.	-	.	AT3G04275	antisense_long_noncoding_rna
3	Araport11	gene	1129862	1131099	.	-	.	AT3G04280	protein_coding
3	Araport11	gene	8010020	8010417	.	+	.	AT3G04285	antisense_long_noncoding_rna
3	Araport11	gene	1133320	1136397	.	-	.	AT3G04290	protein_coding
3	Araport11	gene	8028214	8028447	.	-	.	AT3G04295	long_noncoding_rna
3	Araport11	gene	1140129	1141060	.	+	.	AT3G04300	protein_coding
3	Araport11	gene	8066359	8066574	.	-	.	AT3G04305	long_noncoding_rna
3	Araport11	gene	1141043	1142652	.	-	.	AT3G04310	protein_coding
3	Araport11	gene	8066475	8066756	.	+	.	AT3G04315	long_noncoding_rna
3	Araport11	gene	1143694	1144672	.	+	.	AT3G04320	protein_coding
3	Araport11	gene	8104127	8104649	.	-	.	AT3G04325	long_noncoding_rna
3	Araport11	gene	1145723	1146516	.	+	.	AT3G04330	protein_coding
3	Araport11	gene	8133289	8133733	.	-	.	AT3G04335	long_noncoding_rna
3	Araport11	gene	1146568	1153650	.	-	.	AT3G04340	protein_coding
3	Araport11	gene	8133361	8133634	.	+	.	AT3G04345	long_noncoding_rna
3	Araport11	gene	1153723	1156876	.	-	.	AT3G04350	protein_coding
3	Araport11	gene	8136703	8136886	.	+	.	AT3G04355	antisense_rna
3	Araport11	gene	1156908	1158470	.	-	.	AT3G04360	protein_coding
3	Araport11	gene	8154990	8155206	.	-	.	AT3G04365	long_noncoding_rna
3	Araport11	gene	1159409	1161338	.	+	.	AT3G04370	protein_coding
3	Araport11	gene	8184871	8185112	.	-	.	AT3G04375	long_noncoding_rna
3	Araport11	gene	1161366	1164977	.	+	.	AT3G04380	protein_coding
3	Araport11	gene	8232927	8233189	.	-	.	AT3G04385	long_noncoding_rna
3	Araport11	gene	1165375	1165765	.	-	.	AT3G04390	protein_coding
3	Araport11	gene	8232927	8233323	.	+	.	AT3G04395	long_noncoding_rna
3	Araport11	gene	1167250	1168723	.	+	.	AT3G04400	protein_coding
3	Araport11	gene	8270724	8270923	.	+	.	AT3G04405	long_noncoding_rna
3	Araport11	gene	1168837	1169205	.	+	.	AT3G04410	protein_coding
3	Araport11	gene	8272862	8273270	.	-	.	AT3G04415	long_noncoding_rna
3	Araport11	gene	1172687	1174508	.	+	.	AT3G04420	protein_coding
3	Araport11	gene	8315002	8315400	.	-	.	AT3G04425	long_noncoding_rna
3	Araport11	gene	1175506	1176986	.	-	.	AT3G04430	protein_coding
3	Araport11	gene	8316010	8316335	.	-	.	AT3G04435	long_noncoding_rna
3	Araport11	gene	1178505	1180943	.	+	.	AT3G04440	protein_coding
3	Araport11	gene	1178508	1181205	.	-	.	AT3G04443	protein_coding
3	Araport11	gene	1181663	1182795	.	+	.	AT3G04445	pseudogene
3	Araport11	gene	1181706	1186444	.	+	.	AT3G04450	protein_coding
3	Araport11	gene	8426630	8426923	.	-	.	AT3G04455	long_noncoding_rna
3	Araport11	gene	1186440	1189508	.	+	.	AT3G04460	protein_coding
3	Araport11	gene	1189595	1192659	.	-	.	AT3G04470	protein_coding
3	Araport11	gene	8434558	8434871	.	-	.	AT3G04475	long_noncoding_rna
3	Araport11	gene	1193540	1197421	.	-	.	AT3G04480	protein_coding
3	Araport11	gene	1198114	1200104	.	+	.	AT3G04485	other_rna
3	Araport11	gene	1200331	1209970	.	+	.	AT3G04490	protein_coding
3	Araport11	gene	8434558	8435008	.	+	.	AT3G04495	long_noncoding_rna
3	Araport11	gene	1211762	1213907	.	-	.	AT3G04500	protein_coding
3	Araport11	gene	8463156	8463539	.	-	.	AT3G04505	long_noncoding_rna
3	Araport11	gene	1215633	1216958	.	-	.	AT3G04510	protein_coding
3	Araport11	gene	8464229	8464561	.	+	.	AT3G04515	long_noncoding_rna
3	Araport11	gene	1217174	1219847	.	-	.	AT3G04520	protein_coding
3	Araport11	gene	1220229	1220301	73	+	.	AT3G04525	pre_trna
3	Araport11	gene	1221422	1222744	.	+	.	AT3G04530	protein_coding
3	Araport11	gene	8464538	8464801	.	-	.	AT3G04535	other_rna
3	Araport11	gene	1223251	1223789	.	+	.	AT3G04540	protein_coding
3	Araport11	gene	1224909	1225397	.	+	.	AT3G04545	protein_coding
3	Araport11	gene	1225922	1227436	.	+	.	AT3G04550	protein_coding
3	Araport11	gene	8477471	8477704	.	-	.	AT3G04555	long_noncoding_rna
3	Araport11	gene	1227360	1229763	.	-	.	AT3G04560	protein_coding
3	Araport11	gene	8490850	8491373	.	+	.	AT3G04565	long_noncoding_rna
3	Araport11	gene	1230746	1232451	.	+	.	AT3G04570	protein_coding
3	Araport11	gene	8490884	8491275	.	-	.	AT3G04575	long_noncoding_rna
3	Araport11	gene	1235209	1238630	.	-	.	AT3G04580	protein_coding
3	Araport11	gene	8511333	8511982	.	-	.	AT3G04585	long_noncoding_rna
3	Araport11	gene	1238853	1241804	.	-	.	AT3G04590	protein_coding
3	Araport11	gene	8602098	8602302	.	+	.	AT3G04595	long_noncoding_rna
3	Araport11	gene	1242929	1246211	.	+	.	AT3G04600	protein_coding
3	Araport11	gene	1246669	1250395	.	+	.	AT3G04605	transposable_element_gene
3	Araport11	gene	1250553	1254984	.	-	.	AT3G04610	protein_coding
3	Araport11	gene	8678704	8679535	.	-	.	AT3G04615	antisense_long_noncoding_rna
3	Araport11	gene	1255398	1257017	.	-	.	AT3G04620	protein_coding
3	Araport11	gene	8718849	8719084	.	+	.	AT3G04625	long_noncoding_rna
3	Araport11	gene	1258519	1260871	.	+	.	AT3G04630	protein_coding
3	Araport11	gene	8751134	8751580	.	+	.	AT3G04635	antisense_long_noncoding_rna
3	Araport11	gene	1260906	1261683	.	-	.	AT3G04640	protein_coding
3	Araport11	gene	8770519	8770733	.	-	.	AT3G04645	long_noncoding_rna
3	Araport11	gene	1261857	1264687	.	+	.	AT3G04650	protein_coding
3	Araport11	gene	1264724	1265966	.	+	.	AT3G04660	protein_coding
3	Araport11	gene	8873589	8873793	.	-	.	AT3G04665	long_noncoding_rna
3	Araport11	gene	1266056	1268378	.	-	.	AT3G04670	protein_coding
3	Araport11	gene	8895922	8896153	.	-	.	AT3G04675	long_noncoding_rna
3	Araport11	gene	1269722	1273004	.	-	.	AT3G04680	protein_coding
3	Araport11	gene	8919082	8919257	.	-	.	AT3G04685	antisense_rna
3	Araport11	gene	1273057	1276945	.	-	.	AT3G04690	protein_coding
3	Araport11	gene	8921112	8921364	.	+	.	AT3G04695	antisense_long_noncoding_rna
3	Araport11	gene	1276668	1277824	.	+	.	AT3G04700	protein_coding
3	Araport11	gene	8948770	8949511	.	+	.	AT3G04705	long_noncoding_rna
3	Araport11	gene	1276668	1281170	.	+	.	AT3G04710	protein_coding
3	Araport11	gene	1281643	1282551	.	-	.	AT3G04715	pseudogene
3	Araport11	gene	1284709	1285334	.	-	.	AT3G04717	pseudogene
3	Araport11	gene	1285425	1286760	.	-	.	AT3G04720	protein_coding
3	Araport11	gene	8949315	8949743	.	-	.	AT3G04725	long_noncoding_rna
3	Araport11	gene	1288155	1290891	.	-	.	AT3G04730	protein_coding
3	Araport11	gene	1292359	1292753	.	-	.	AT3G04735	protein_coding
3	Araport11	gene	1293798	1300792	.	+	.	AT3G04740	protein_coding
3	Araport11	gene	8957884	8958491	.	-	.	AT3G04745	long_noncoding_rna
3	Araport11	gene	1300879	1303389	.	-	.	AT3G04750	protein_coding
3	Araport11	gene	8967516	8968400	.	+	.	AT3G04755	antisense_long_noncoding_rna
3	Araport11	gene	1303419	1305950	.	-	.	AT3G04760	protein_coding
3	Araport11	gene	1309273	1311129	.	-	.	AT3G04770	protein_coding
3	Araport11	gene	8979070	8979756	.	-	.	AT3G04775	long_noncoding_rna
3	Araport11	gene	1310998	1313090	.	-	.	AT3G04780	protein_coding
3	Araport11	gene	9006809	9007015	.	+	.	AT3G04785	antisense_long_noncoding_rna
3	Araport11	gene	1313297	1314288	.	+	.	AT3G04790	protein_coding
3	Araport11	gene	9008946	9009167	.	-	.	AT3G04795	long_noncoding_rna
3	Araport11	gene	1314479	1315045	.	-	.	AT3G04800	protein_coding
3	Araport11	gene	9035903	9036181	.	-	.	AT3G04805	long_noncoding_rna
3	Araport11	gene	1317245	1321294	.	+	.	AT3G04810	protein_coding
3	Araport11	gene	9048371	9048615	.	-	.	AT3G04815	long_noncoding_rna
3	Araport11	gene	1321228	1326005	.	-	.	AT3G04820	protein_coding
3	Araport11	gene	9074259	9074496	.	-	.	AT3G04825	antisense_long_noncoding_rna
3	Araport11	gene	1326121	1329364	.	+	.	AT3G04830	protein_coding
3	Araport11	gene	9074930	9075146	.	+	.	AT3G04835	antisense_long_noncoding_rna
3	Araport11	gene	1329571	1331642	.	+	.	AT3G04840	protein_coding
3	Araport11	gene	9102233	9102500	.	-	.	AT3G04845	long_noncoding_rna
3	Araport11	gene	1331898	1336076	.	-	.	AT3G04850	protein_coding
3	Araport11	gene	1336905	1337620	.	+	.	AT3G04854	protein_coding
3	Araport11	gene	1337786	1338113	.	-	.	AT3G04855	protein_coding
3	Araport11	gene	1338827	1340623	.	-	.	AT3G04860	protein_coding
3	Araport11	gene	1342455	1346387	.	+	.	AT3G04870	protein_coding
3	Araport11	gene	9166803	9167007	.	+	.	AT3G04875	long_noncoding_rna
3	Araport11	gene	1346273	1347377	.	-	.	AT3G04880	protein_coding
3	Araport11	gene	1347559	1350122	.	+	.	AT3G04890	protein_coding
3	Araport11	gene	9178996	9179199	.	-	.	AT3G04895	long_noncoding_rna
3	Araport11	gene	1349248	1349964	.	-	.	AT3G04900	protein_coding
3	Araport11	gene	1350510	1350989	.	+	.	AT3G04903	protein_coding
3	Araport11	gene	9227117	9227212	97	-	.	AT3G04905	small_nuclear_rna
3	Araport11	gene	1354536	1358235	.	+	.	AT3G04910	protein_coding
3	Araport11	gene	9282467	9282726	.	+	.	AT3G04915	antisense_long_noncoding_rna
3	Araport11	gene	1360837	1362449	.	+	.	AT3G04920	protein_coding
3	Araport11	gene	9337020	9337270	.	+	.	AT3G04925	long_noncoding_rna
3	Araport11	gene	1362497	1364799	.	+	.	AT3G04930	protein_coding
3	Araport11	gene	9378644	9379163	.	-	.	AT3G04935	long_noncoding_rna
3	Araport11	gene	1365090	1367844	.	+	.	AT3G04940	protein_coding
3	Araport11	gene	1368248	1368678	.	-	.	AT3G04943	protein_coding
3	Araport11	gene	1369114	1369532	.	-	.	AT3G04945	protein_coding
3	Araport11	gene	1371636	1373524	.	+	.	AT3G04950	protein_coding
3	Araport11	gene	9378675	9379092	.	+	.	AT3G04955	long_noncoding_rna
3	Araport11	gene	1373688	1375989	.	+	.	AT3G04960	protein_coding
3	Araport11	gene	9489544	9489812	.	-	.	AT3G04965	antisense_long_noncoding_rna
3	Araport11	gene	1376154	1378500	.	+	.	AT3G04970	protein_coding
3	Araport11	gene	9550560	9551135	.	+	.	AT3G04975	long_noncoding_rna
3	Araport11	gene	1378495	1383060	.	-	.	AT3G04980	protein_coding
3	Araport11	gene	9550929	9551074	15	+	.	AT3G04985	small_nucleolar_rna
3	Araport11	gene	1383953	1384679	.	-	.	AT3G04990	protein_coding
3	Araport11	gene	9557184	9557419	.	+	.	AT3G04995	long_noncoding_rna
3	Araport11	gene	1387175	1388831	.	-	.	AT3G05000	protein_coding
3	Araport11	gene	9582166	9582481	.	+	.	AT3G05005	long_noncoding_rna
3	Araport11	gene	1389371	1391675	.	+	.	AT3G05010	protein_coding
3	Araport11	gene	9686013	9686274	.	-	.	AT3G05015	antisense_long_noncoding_rna
3	Araport11	gene	1391632	1392954	.	-	.	AT3G05020	protein_coding
3	Araport11	gene	9707053	9707354	.	+	.	AT3G05025	long_noncoding_rna
3	Araport11	gene	1393142	1397627	.	-	.	AT3G05030	protein_coding
3	Araport11	gene	1398717	1399887	.	-	.	AT3G05035	protein_coding
3	Araport11	gene	1401171	1408302	.	-	.	AT3G05040	protein_coding
3	Araport11	gene	9718571	9718883	.	-	.	AT3G05045	long_noncoding_rna
3	Araport11	gene	1408557	1412194	.	-	.	AT3G05050	protein_coding
3	Araport11	gene	9720253	9720673	.	+	.	AT3G05055	long_noncoding_rna
3	Araport11	gene	1412867	1416056	.	-	.	AT3G05060	protein_coding
3	Araport11	gene	1416075	1417842	.	+	.	AT3G05070	protein_coding
3	Araport11	gene	9803615	9804137	.	-	.	AT3G05075	antisense_long_noncoding_rna
3	Araport11	gene	1417907	1418280	.	+	.	AT3G05080	protein_coding
3	Araport11	gene	9860665	9860974	.	-	.	AT3G05085	long_noncoding_rna
3	Araport11	gene	1417893	1423673	.	-	.	AT3G05090	protein_coding
3	Araport11	gene	9873779	9874159	.	+	.	AT3G05095	long_noncoding_rna
3	Araport11	gene	1424057	1426563	.	+	.	AT3G05100	protein_coding
3	Araport11	gene	9874684	9875026	.	+	.	AT3G05105	long_noncoding_rna
3	Araport11	gene	1426107	1427719	.	-	.	AT3G05110	protein_coding
3	Araport11	gene	9881237	9881303	68	+	.	AT3G05115	small_nuclear_rna
3	Araport11	gene	1430363	1432844	.	+	.	AT3G05120	protein_coding
3	Araport11	gene	9927611	9927889	.	+	.	AT3G05125	long_noncoding_rna
3	Araport11	gene	1433128	1435526	.	-	.	AT3G05130	protein_coding
3	Araport11	gene	9945880	9946153	.	+	.	AT3G05135	long_noncoding_rna
3	Araport11	gene	1435617	1438539	.	-	.	AT3G05140	protein_coding
3	Araport11	gene	10025823	10026049	.	-	.	AT3G05145	antisense_long_noncoding_rna
3	Araport11	gene	1440014	1443730	.	+	.	AT3G05150	protein_coding
3	Araport11	gene	1443967	1445087	.	+	.	AT3G05152	other_rna
3	Araport11	gene	1448196	1452215	.	+	.	AT3G05155	protein_coding
3	Araport11	gene	1453072	1457295	.	-	.	AT3G05160	protein_coding
3	Araport11	gene	1457381	1462963	.	-	.	AT3G05165	protein_coding
3	Araport11	gene	1466483	1468400	.	+	.	AT3G05170	protein_coding
3	Araport11	gene	10033873	10034109	.	+	.	AT3G05175	long_noncoding_rna
3	Araport11	gene	1468398	1470624	.	-	.	AT3G05180	protein_coding
3	Araport11	gene	10035930	10036128	.	+	.	AT3G05185	other_rna
3	Araport11	gene	1471083	1475832	.	+	.	AT3G05190	protein_coding
3	Araport11	gene	10036216	10036543	.	-	.	AT3G05195	long_noncoding_rna
3	Araport11	gene	1476960	1478850	.	+	.	AT3G05200	protein_coding
3	Araport11	gene	10037812	10038222	.	-	.	AT3G05205	long_noncoding_rna
3	Araport11	gene	1479339	1482042	.	+	.	AT3G05210	protein_coding
3	Araport11	gene	10059452	10059947	.	-	.	AT3G05215	other_rna
3	Araport11	gene	1488329	1491772	.	+	.	AT3G05220	protein_coding
3	Araport11	gene	10093864	10094398	.	+	.	AT3G05225	long_noncoding_rna
3	Araport11	gene	1492084	1495397	.	+	.	AT3G05230	protein_coding
3	Araport11	gene	10139232	10139550	.	-	.	AT3G05235	long_noncoding_rna
3	Araport11	gene	1493684	1495381	.	-	.	AT3G05240	protein_coding
3	Araport11	gene	10171927	10172564	.	-	.	AT3G05245	long_noncoding_rna
3	Araport11	gene	1495572	1497523	.	+	.	AT3G05250	protein_coding
3	Araport11	gene	1497483	1499096	.	-	.	AT3G05260	protein_coding
3	Araport11	gene	10187733	10187965	.	-	.	AT3G05265	long_noncoding_rna
3	Araport11	gene	1500368	1503481	.	-	.	AT3G05270	protein_coding
3	Araport11	gene	10236808	10237023	.	+	.	AT3G05275	long_noncoding_rna
3	Araport11	gene	1503689	1505721	.	-	.	AT3G05280	protein_coding
3	Araport11	gene	10284622	10285086	.	-	.	AT3G05285	antisense_long_noncoding_rna
3	Araport11	gene	1505831	1507835	.	-	.	AT3G05290	protein_coding
3	Araport11	gene	10300299	10300913	.	+	.	AT3G05295	long_noncoding_rna
3	Araport11	gene	1508024	1508611	.	-	.	AT3G05300	protein_coding
3	Araport11	gene	10303886	10304196	.	+	.	AT3G05305	long_noncoding_rna
3	Araport11	gene	1510160	1513301	.	+	.	AT3G05310	protein_coding
3	Araport11	gene	10306756	10306958	.	-	.	AT3G05315	long_noncoding_rna
3	Araport11	gene	1513062	1515568	.	-	.	AT3G05320	protein_coding
3	Araport11	gene	10328657	10328743	34	+	.	AT3G05325	small_nucleolar_rna
3	Araport11	gene	1517409	1518599	.	-	.	AT3G05327	protein_coding
3	Araport11	gene	1518857	1521909	.	-	.	AT3G05330	protein_coding
3	Araport11	gene	10328981	10329073	317	+	.	AT3G05335	small_nucleolar_rna
3	Araport11	gene	1523463	1526166	.	-	.	AT3G05340	protein_coding
3	Araport11	gene	1522449	1523889	.	-	.	AT3G05345	protein_coding
3	Araport11	gene	1526963	1533909	.	-	.	AT3G05350	protein_coding
3	Araport11	gene	10329133	10329219	55	+	.	AT3G05355	small_nucleolar_rna
3	Araport11	gene	1530668	1533361	.	-	.	AT3G05360	protein_coding
3	Araport11	gene	1534283	1535422	.	-	.	AT3G05365	protein_coding
3	Araport11	gene	1535950	1538870	.	-	.	AT3G05370	protein_coding
3	Araport11	gene	10365365	10365605	.	+	.	AT3G05375	long_noncoding_rna
3	Araport11	gene	1539527	1546469	.	+	.	AT3G05380	protein_coding
3	Araport11	gene	10484158	10484378	.	-	.	AT3G05385	long_noncoding_rna
3	Araport11	gene	1546443	1548679	.	-	.	AT3G05390	protein_coding
3	Araport11	gene	10484191	10484414	.	+	.	AT3G05395	long_noncoding_rna
3	Araport11	gene	1549446	1554219	.	+	.	AT3G05400	protein_coding
3	Araport11	gene	1554673	1561535	.	+	.	AT3G05410	protein_coding
3	Araport11	gene	1555537	1560588	.	-	.	AT3G05415	transposable_element_gene
3	Araport11	gene	1561671	1567336	.	+	.	AT3G05420	protein_coding
3	Araport11	gene	1567474	1567605	.	+	.	AT3G05425	protein_coding
3	Araport11	gene	1567624	1571218	.	+	.	AT3G05430	protein_coding
3	Araport11	gene	1572718	1573266	.	+	.	AT3G05440	protein_coding
