gene_id	At_name	Bn_name
GSBRNA2T00082708001	AT3G59810	BnaC04g22660D
GSBRNA2T00082709001	AT3G59800	BnaC04g22670D
GSBRNA2T00082710001	AT3G59790	BnaC04g22680D
GSBRNA2T00082713001	AT2G43770	BnaC04g22700D
GSBRNA2T00082714001	AT3G59790	BnaC04g22710D
GSBRNA2T00082715001	AT1G21200	BnaC04g22720D
GSBRNA2T00082716001	AT3G59790	BnaC04g22730D
GSBRNA2T00082720001	AT3G59760	BnaC04g22760D
GSBRNA2T00082721001	AT3G17430	BnaC04g22770D
GSBRNA2T00082723001	AT5G51030	BnaC03g16160D
GSBRNA2T00082725001	AT3G01610	BnaC03g16170D
GSBRNA2T00082726001	AT5G51020	BnaC03g16180D
GSBRNA2T00082727001	AT5G51010	BnaC03g16190D
GSBRNA2T00082728001	AT5G50970	BnaC03g16200D
GSBRNA2T00082729001	AT3G53310	BnaC03g16210D
GSBRNA2T00082730001	AT5G50930	BnaC03g16220D
GSBRNA2T00082732001	AT5G50920	BnaC03g16230D
GSBRNA2T00082733001	AT5G42660	BnaC03g16240D
GSBRNA2T00082735001	AT4G32360	BnaC03g16250D
GSBRNA2T00082740001	AT5G50915	BnaC03g16290D
GSBRNA2T00082744001	amor|GSBR	BnaC03g16310D
GSBRNA2T00082748001	AT5G50900	BnaC03g16340D
GSBRNA2T00082749001	AT5G50870	BnaC03g16350D
GSBRNA2T00082750001	AT5G50860	BnaC03g16360D
GSBRNA2T00082751001	AT5G50850	BnaC03g16370D
GSBRNA2T00082752001	AT5G50840	BnaC03g16380D
GSBRNA2T00082753001	AT5G50830	BnaC03g16390D
GSBRNA2T00082754001	AT5G50810	BnaC03g16400D
GSBRNA2T00082756001	AT5G50780	BnaC03g16410D
GSBRNA2T00082757001	AT5G50760	BnaC03g16420D
GSBRNA2T00082762001	AT5G50750	BnaC03g16440D
GSBRNA2T00082763001	AT5G50740	BnaC03g16450D
GSBRNA2T00082765001	AT5G50720	BnaC03g16470D
GSBRNA2T00082766001	AT3G02555	BnaC03g16480D
GSBRNA2T00082768001	AT5G50670	BnaC03g16490D
GSBRNA2T00082769001	AT4G29033	BnaC03g16500D
GSBRNA2T00082770001	AT3G17090	BnaC03g16510D
GSBRNA2T00082771001	AT2G29980	BnaC03g16520D
GSBRNA2T00082772001	AT1G69030	BnaA02g14230D
GSBRNA2T00082773001	AT1G69010	BnaA02g14220D
GSBRNA2T00082774001	AT1G68980	BnaA02g14210D
GSBRNA2T00082775001	AT1G17130	BnaA02g14200D
GSBRNA2T00082776001	AT2G46520	BnaA02g14190D
GSBRNA2T00082777001	AT1G68920	BnaA02g14180D
GSBRNA2T00082781001	AT1G68910	BnaA02g14150D
GSBRNA2T00082782001	AT1G68907	BnaA02g14140D
GSBRNA2T00082783001	AT1G68907	BnaA02g14130D
GSBRNA2T00082785001	AT1G68907	BnaA02g14120D
GSBRNA2T00082786001	AT1G68890	BnaA02g14110D
GSBRNA2T00082787001	AT1G68880	BnaA02g14100D
GSBRNA2T00082789001	AT1G09500	BnaA02g14090D
GSBRNA2T00082790001	AT1G68877	BnaA02g14080D
GSBRNA2T00082792001	AT1G68875	BnaA02g14070D
GSBRNA2T00082793001	AT1G68870	BnaA02g14060D
GSBRNA2T00082794001	AT1G68850	BnaA02g14050D
GSBRNA2T00082795001	AT1G68840	BnaA02g14040D
GSBRNA2T00082798001	AT1G68820	BnaA02g14030D
GSBRNA2T00082800001	AT1G68820	BnaA02g14020D
GSBRNA2T00082802001	AT1G68800	BnaA02g14010D
GSBRNA2T00082805001	AT1G68790	BnaA02g14000D
GSBRNA2T00082806001	AT1G68780	BnaA02g13990D
GSBRNA2T00082807001	AT1G68765	BnaA02g13980D
GSBRNA2T00082810001	AT1G74100	BnaC02g22640D
GSBRNA2T00082812001	AT1G74080	BnaC02g22630D
GSBRNA2T00082813001	AT1G74070	BnaC02g22620D
GSBRNA2T00082814001	AT1G74050	BnaC02g22610D
GSBRNA2T00082816001	AT1G74020	BnaC02g22590D
GSBRNA2T00082817001	amor|GSBR	BnaC02g22580D
GSBRNA2T00082822001	AT1G74000	BnaC02g22570D
GSBRNA2T00082823001	AT1G55947	BnaC02g22560D
GSBRNA2T00082830001	AT1G73980	BnaC02g22530D
GSBRNA2T00082831001	AT1G73930	BnaC02g22520D
GSBRNA2T00082832001	AT1G73890	BnaC02g22510D
GSBRNA2T00082833001	AT1G73885	BnaC02g22500D
GSBRNA2T00082837001	AT3G15110	BnaC02g22480D
GSBRNA2T00082839001	AT1G73830	BnaC02g22470D
GSBRNA2T00082843001	AT1G73780	BnaC02g22460D
GSBRNA2T00082844001	AT1G73770	BnaC02g22450D
GSBRNA2T00082847001	AT5G23040	BnaC02g22440D
GSBRNA2T00082852001	AT3G02510	BnaC01g28130D
GSBRNA2T00082853001	AT5G55630	BnaC01g28140D
GSBRNA2T00082855001	AT1G58470	BnaC01g28150D
GSBRNA2T00082856001	AT1G58520	BnaC01g28160D
GSBRNA2T00082857001	AT1G58380	BnaC01g28170D
GSBRNA2T00082858001	AT4G16970	BnaC01g28180D
GSBRNA2T00082859001	AT1G59520	BnaC01g28190D
GSBRNA2T00082860001	AT1G59540	BnaC01g28200D
GSBRNA2T00082861001	AT1G59580	BnaC01g28210D
GSBRNA2T00082863001	AT1G59590	BnaC01g28220D
GSBRNA2T00082864001	amor|GSBR	BnaC01g28230D
GSBRNA2T00082866001	AT1G59600	BnaC01g28240D
GSBRNA2T00082867001	AT1G59610	BnaC01g28250D
GSBRNA2T00082868001	AT4G01220	BnaC01g28260D
GSBRNA2T00082869001	AT1G56550	BnaC01g28270D
GSBRNA2T00082871001	AT4G17270	BnaC01g28280D
GSBRNA2T00082877001	AT1G59740	BnaC01g28290D
GSBRNA2T00082878001	amor|GSBR	BnaC01g28300D
GSBRNA2T00082879001	AT3G30210	BnaAnng07760D
GSBRNA2T00082882001	AT2G18960	BnaAnng07780D
GSBRNA2T00082884001	AT3G30260	BnaAnng07800D
GSBRNA2T00082885001	AT1G67235	BnaAnng07810D
GSBRNA2T00082886001	AT1G67235	BnaAnng07820D
GSBRNA2T00082890001	AT3G30340	BnaAnng07850D
GSBRNA2T00082891001	AT3G30350	BnaAnng07860D
GSBRNA2T00082893001	AT3G30380	BnaAnng07870D
GSBRNA2T00082894001	AT3G30390	BnaAnng07880D
GSBRNA2T00082896001	AT3G30580	BnaAnng07890D
GSBRNA2T00082897001	AT3G30725	BnaAnng07900D
GSBRNA2T00082899001	AT3G30775	BnaAnng07910D
GSBRNA2T00082900001	AT3G30841	BnaAnng07920D
GSBRNA2T00082901001	AT5G47820	BnaAnng07930D
GSBRNA2T00082902001	AT5G47830	BnaAnng07940D
GSBRNA2T00082903001	AT4G03500	BnaAnng07950D
GSBRNA2T00082904001	AT4G03500	BnaAnng07960D
GSBRNA2T00082905001	AT5G47880	BnaAnng07970D
GSBRNA2T00082906001	AT5G47890	BnaAnng07980D
GSBRNA2T00082907001	AT5G47910	BnaAnng07990D
GSBRNA2T00082908001	AT5G47920	BnaAnng08000D
GSBRNA2T00082909001	AT3G61110	BnaAnng08010D
GSBRNA2T00082910001	AT5G48030	BnaAnng08020D
GSBRNA2T00082911001	AT5G48100	BnaAnng08030D
GSBRNA2T00082912001	AT5G48120	BnaAnng08040D
GSBRNA2T00082913001	AT5G11250	BnaC06g09930D
GSBRNA2T00082916001	AT1G53320	BnaC06g09960D
GSBRNA2T00082920001	AT1G53310	BnaC06g09980D
GSBRNA2T00082921001	AT1G53300	BnaC06g09990D
GSBRNA2T00082925001	AT1G53180	BnaC06g10010D
GSBRNA2T00082927001	amor|GSBR	BnaC06g10020D
GSBRNA2T00082929001	amor|GSBR	BnaC06g10040D
GSBRNA2T00082930001	AT3G15210	BnaC06g10050D
GSBRNA2T00082932001	AT1G53165	BnaC06g10060D
GSBRNA2T00082934001	AT1G76640	BnaA02g17640D
GSBRNA2T00082935001	AT1G76640	BnaA02g17650D
GSBRNA2T00082936001	AT1G76660	BnaA02g17660D
GSBRNA2T00082938001	AT1G76680	BnaA02g17670D
GSBRNA2T00082939001	AT4G30620	BnaA02g17680D
GSBRNA2T00082940001	AT1G76750	BnaA02g17690D
GSBRNA2T00082941001	AT1G76770	BnaA02g17700D
GSBRNA2T00082944001	AT1G76780	BnaA02g17710D
GSBRNA2T00082945001	AT1G76800	BnaA02g17720D
GSBRNA2T00082946001	AT1G76810	BnaA02g17730D
GSBRNA2T00082948001	AT1G76850	BnaA02g17740D
GSBRNA2T00082949001	AT4G16130	BnaA02g17750D
GSBRNA2T00082950001	AT1G76850	BnaA02g17760D
GSBRNA2T00082951001	AT1G76850	BnaA02g17770D
GSBRNA2T00082952001	AT1G76860	BnaA02g17780D
GSBRNA2T00082953001	AT3G59990	BnaA02g17790D
GSBRNA2T00082954001	AT2G34300	BnaA02g17800D
GSBRNA2T00082955001	AT1G76880	BnaA02g17810D
GSBRNA2T00082958001	AT1G76890	BnaA02g17830D
GSBRNA2T00082962001	AT1G76900	BnaA02g17850D
GSBRNA2T00082967001	AT2G20970	BnaA02g17870D
GSBRNA2T00082968001	AT3G46560	BnaA09g13040D
GSBRNA2T00082969001	AT2G28210	BnaA09g13030D
GSBRNA2T00082970001	AT1G12390	BnaA09g13020D
GSBRNA2T00082972001	AT1G62960	BnaA09g13010D
GSBRNA2T00082974001	AT1G62970	BnaA09g13000D
GSBRNA2T00082976001	AT3G30460	BnaA09g12990D
GSBRNA2T00082979001	AT1G62990	BnaA09g12980D
GSBRNA2T00082981001	AT1G63000	BnaA09g12970D
GSBRNA2T00082982001	AT1G63010	BnaA09g12960D
GSBRNA2T00082983001	AT1G12630	BnaA09g12950D
GSBRNA2T00082984001	AT1G63050	BnaA09g12940D
GSBRNA2T00082986001	AT1G63090	BnaA09g12930D
GSBRNA2T00082989001	AT1G63100	BnaA09g12920D
GSBRNA2T00082991001	AT1G63110	BnaA09g12910D
GSBRNA2T00082992001	AT1G63120	BnaA09g12900D
GSBRNA2T00083001001	AT2G35190	BnaC03g71990D
GSBRNA2T00083002001	AT5G46530	BnaCnng61750D
GSBRNA2T00083004001	AT1G49990	BnaAnng29230D
GSBRNA2T00083005001	AT1G23560	BnaCnng61760D
GSBRNA2T00083006001	amor|GSBR	BnaCnng61770D
GSBRNA2T00083011001	AT2G45660	BnaC04g53290D
GSBRNA2T00083014001	AT5G45620	BnaCnng61780D
GSBRNA2T00083018001	AT1G32860	BnaCnng61800D
GSBRNA2T00083019001	AT1G61330	BnaAnng29240D
GSBRNA2T00083020001	AT1G61320	BnaAnng29250D
GSBRNA2T00083024001	AT5G07670	BnaAnng29260D
GSBRNA2T00083026001	AT5G62430	BnaCnng61810D
GSBRNA2T00083028001	AT3G04710	BnaCnng61820D
GSBRNA2T00083030001	AT1G19800	BnaA06g38530D
GSBRNA2T00083032001	AT5G44350	BnaCnng61830D
GSBRNA2T00083034001	AT1G50200	BnaCnng61840D
GSBRNA2T00083035001	amor|GSBR	BnaUnng03110D
GSBRNA2T00083036001	AT1G50060	BnaAnng29270D
GSBRNA2T00083037001	AT1G50110	BnaAnng29280D
GSBRNA2T00083043001	AT5G44400	BnaCnng61850D
GSBRNA2T00083044001	AT3G24450	BnaAnng29300D
GSBRNA2T00083047001	AT5G67440	BnaAnng29310D
GSBRNA2T00083049001	AT1G60130	BnaAnng29320D
GSBRNA2T00083050001	AT2G32060	BnaA04g28840D
GSBRNA2T00083052001	AT4G39240	BnaAnng29330D
GSBRNA2T00083057001	AT5G39110	BnaA07g37570D
GSBRNA2T00083058001	AT1G12110	BnaCnng61860D
GSBRNA2T00083059001	AT2G03220	BnaA06g38190D
GSBRNA2T00083060001	AT1G15210	BnaA08g31540D
GSBRNA2T00083061001	AT2G37950	BnaCnng61870D
GSBRNA2T00083062001	AT2G37940	BnaCnng61880D
GSBRNA2T00083063001	AT1G14570	BnaCnng61890D
GSBRNA2T00083065001	AT3G17020	BnaAnng29340D
GSBRNA2T00083069001	AT1G50980	BnaCnng61900D
GSBRNA2T00083073001	AT5G22890	BnaCnng61920D
GSBRNA2T00083074001	AT3G07940	BnaCnng61930D
GSBRNA2T00083075001	AT5G60780	BnaC09g54030D
GSBRNA2T00083078001	AT5G45300	BnaA02g36650D
GSBRNA2T00083081001	ATCG01250	BnaA02g18190D
GSBRNA2T00083082001	AT1G76600	BnaA02g18180D
GSBRNA2T00083085001	AT1G76580	BnaA02g18170D
GSBRNA2T00083086001	AT1G76570	BnaA02g18160D
GSBRNA2T00083087001	AT1G76520	BnaA02g18150D
GSBRNA2T00083089001	AT1G76500	BnaA02g18130D
GSBRNA2T00083094001	AT1G76430	BnaA02g18110D
GSBRNA2T00083095001	AT1G76420	BnaA02g18100D
GSBRNA2T00083097001	AT1G76410	BnaA02g18080D
GSBRNA2T00083098001	AT5G47320	BnaA02g18070D
GSBRNA2T00083102001	AT1G47920	BnaA02g18040D
GSBRNA2T00083104001	AT1G48400	BnaA02g18030D
GSBRNA2T00083105001	AT4G20095	BnaA02g18020D
GSBRNA2T00083106001	AT4G20095	BnaA02g18010D
GSBRNA2T00083108001	AT4G20095	BnaA02g17990D
GSBRNA2T00083109001	AT1G76340	BnaA02g17980D
GSBRNA2T00083110001	AT3G12400	BnaA02g17970D
GSBRNA2T00083113001	amor|GSBR	BnaA02g17950D
GSBRNA2T00083115001	AT3G19515	BnaA02g17930D
GSBRNA2T00083116001	AT3G58570	BnaA02g17920D
GSBRNA2T00083117001	AT4G16550	BnaA02g17910D
GSBRNA2T00083119001	AT4G16550	BnaA02g17900D
GSBRNA2T00083122001	AT1G76200	BnaA02g17890D
GSBRNA2T00083123001	AT1G20460	BnaA02g17880D
GSBRNA2T00083124001	AT1G75020	BnaA02g17170D
GSBRNA2T00083126001	AT1G75160	BnaA02g17150D
GSBRNA2T00083127001	AT1G75125	BnaA02g17140D
GSBRNA2T00083128001	AT1G75080	BnaA02g17130D
GSBRNA2T00083129001	AT1G75080	BnaA02g17120D
GSBRNA2T00083130001	AT1G75060	BnaA02g17110D
GSBRNA2T00083131001	AT1G75030	BnaA02g17100D
GSBRNA2T00083132001	AT1G75020	BnaA02g17090D
GSBRNA2T00083137001	AT1G74960	BnaA02g17050D
GSBRNA2T00083138001	AT1G74950	BnaA02g17040D
GSBRNA2T00083141001	AT1G74910	BnaA02g17020D
GSBRNA2T00083142001	AT1G74870	BnaA02g17010D
GSBRNA2T00083143001	AT1G74840	BnaA02g17000D
GSBRNA2T00083144001	AT1G74830	BnaA02g16990D
GSBRNA2T00083145001	AT1G15460	BnaA02g16980D
GSBRNA2T00083146001	AT1G74730	BnaA02g16970D
GSBRNA2T00083151001	amor|GSBR	BnaA02g16960D
GSBRNA2T00083152001	amor|GSBR	BnaA02g16950D
GSBRNA2T00083155001	amor|GSBR	BnaC02g17220D
GSBRNA2T00083157001	AT1G67120	BnaC02g17240D
GSBRNA2T00083158001	AT1G67120	BnaC02g17250D
GSBRNA2T00083159001	AT1G67120	BnaC02g17260D
GSBRNA2T00083161001	amor|GSBR	BnaC02g17270D
GSBRNA2T00083162001	AT1G67210	BnaC02g17280D
GSBRNA2T00083167001	AT1G67220	BnaC02g17290D
GSBRNA2T00083168001	AT1G67230	BnaC02g17300D
GSBRNA2T00083169001	AT1G67250	BnaC02g17310D
GSBRNA2T00083170001	AT1G67260	BnaC02g17320D
GSBRNA2T00083171001	AT1G67780	BnaC02g17330D
GSBRNA2T00083172001	AT2G28840	BnaC02g17340D
GSBRNA2T00083175001	AT4G12550	BnaC02g17350D
GSBRNA2T00083176001	AT4G23440	BnaC01g34930D
GSBRNA2T00083177001	AT3G17700	BnaC01g34940D
GSBRNA2T00083178001	AT3G17675	BnaC01g34950D
GSBRNA2T00083179001	AT3G17700	BnaC01g34960D
GSBRNA2T00083188001	AT3G17668	BnaC01g34970D
GSBRNA2T00083189001	AT3G17650	BnaC01g34980D
GSBRNA2T00083191001	AT2G17310	BnaC01g34990D
GSBRNA2T00083195001	AT3G17630	BnaC01g35000D
GSBRNA2T00083196001	AT3G17630	BnaC01g35010D
GSBRNA2T00083200001	AT3G17611	BnaC01g35020D
GSBRNA2T00083201001	AT1G18080	BnaC01g35030D
GSBRNA2T00083202001	AT3G17609	BnaC01g35040D
GSBRNA2T00083204001	AT3G17600	BnaC01g35050D
GSBRNA2T00083206001	AT2G23790	BnaA09g41840D
GSBRNA2T00083208001	AT2G23760	BnaA09g41850D
GSBRNA2T00083209001	AT4G12040	BnaA09g41860D
GSBRNA2T00083210001	AT2G23755	BnaA09g41870D
GSBRNA2T00083211001	AT2G23740	BnaA09g41880D
GSBRNA2T00083213001	AT2G23700	BnaA09g41890D
GSBRNA2T00083214001	AT2G23690	BnaA09g41900D
GSBRNA2T00083215001	AT2G23640	BnaA09g41910D
GSBRNA2T00083216001	AT2G23600	BnaA09g41920D
GSBRNA2T00083219001	AT2G23540	BnaA09g41930D
GSBRNA2T00083220001	AT2G31920	BnaA09g41940D
GSBRNA2T00083221001	AT2G23510	BnaA09g41950D
GSBRNA2T00083223001	AT2G23510	BnaA09g41960D
GSBRNA2T00083224001	AT2G23450	BnaA09g41970D
GSBRNA2T00083225001	AT2G23440	BnaA09g41980D
GSBRNA2T00083227001	AT2G23430	BnaA09g41990D
GSBRNA2T00083228001	AT2G23420	BnaA09g42000D
GSBRNA2T00083229001	AT2G23370	BnaA09g42010D
GSBRNA2T00083230001	AT2G23360	BnaA09g42020D
GSBRNA2T00083231001	AT2G23350	BnaA09g42030D
GSBRNA2T00083232001	AT4G37270	BnaA09g42040D
GSBRNA2T00083233001	AT2G23270	BnaA09g42050D
GSBRNA2T00083234001	AT2G23260	BnaA09g42060D
GSBRNA2T00083235001	AT2G23250	BnaA09g42070D
GSBRNA2T00083236001	AT2G23200	BnaA09g42080D
GSBRNA2T00083237001	AT2G23200	BnaA09g42090D
GSBRNA2T00083238001	AT2G23190	BnaA09g42100D
GSBRNA2T00083239001	AT3G28740	BnaA09g42110D
GSBRNA2T00083240001	AT2G23180	BnaA09g42120D
GSBRNA2T00083243001	AT5G14610	BnaA09g42130D
GSBRNA2T00083245001	AT2G23170	BnaA09g42140D
GSBRNA2T00083246001	AT2G23150	BnaA09g42150D
GSBRNA2T00083247001	AT2G23140	BnaA09g42160D
GSBRNA2T00083248001	AT4G37450	BnaA09g42170D
GSBRNA2T00083249001	AT5G26130	BnaA03g52740D
GSBRNA2T00083251001	AT3G24610	BnaA03g52730D
GSBRNA2T00083253001	AT4G33720	BnaA03g52720D
GSBRNA2T00083254001	AT5G26130	BnaA03g52710D
GSBRNA2T00083258001	AT4G33720	BnaA03g52700D
GSBRNA2T00083259001	AT4G33670	BnaA03g52690D
GSBRNA2T00083261001	AT4G33650	BnaA03g52670D
GSBRNA2T00083262001	AT4G33630	BnaA03g52660D
GSBRNA2T00083263001	AT4G33625	BnaA03g52650D
GSBRNA2T00083264001	AT1G61180	BnaA03g52640D
GSBRNA2T00083266001	AT1G48660	BnaA03g52620D
GSBRNA2T00083267001	AT5G51470	BnaA03g52610D
GSBRNA2T00083268001	AT5G51470	BnaA03g52600D
GSBRNA2T00083269001	AT1G55990	BnaA03g52590D
GSBRNA2T00083270001	AT4G33590	BnaA03g52580D
GSBRNA2T00083271001	AT4G33580	BnaA03g52570D
GSBRNA2T00083272001	AT4G33565	BnaA03g52560D
GSBRNA2T00083273001	AT4G33467	BnaA03g52550D
GSBRNA2T00083274001	AT4G33450	BnaA03g52540D
GSBRNA2T00083275001	AT4G33440	BnaA03g52530D
GSBRNA2T00083276001	AT4G33430	BnaA03g52520D
GSBRNA2T00083277001	AT4G33420	BnaA03g52510D
GSBRNA2T00083279001	AT4G33410	BnaA03g52500D
GSBRNA2T00083280001	AT4G33390	BnaA03g52490D
GSBRNA2T00083281001	AT4G33380	BnaA03g52480D
GSBRNA2T00083283001	AT4G33360	BnaA03g52470D
GSBRNA2T00083284001	AT4G33355	BnaA03g52460D
GSBRNA2T00083285001	AT4G33350	BnaA03g52450D
GSBRNA2T00083286001	AT4G33270	BnaA03g52440D
GSBRNA2T00083287001	AT4G33230	BnaA03g52430D
GSBRNA2T00083289001	AT4G33210	BnaA03g52420D
GSBRNA2T00083295001	AT4G33200	BnaA03g52400D
GSBRNA2T00083296001	AT4G33180	BnaA03g52390D
GSBRNA2T00083298001	AT1G28430	BnaA04g14180D
GSBRNA2T00083300001	AT1G64840	BnaA04g14190D
GSBRNA2T00083301001	AT2G24260	BnaA04g14200D
GSBRNA2T00083304001	AT2G24260	BnaA04g14210D
GSBRNA2T00083306001	AT2G24270	BnaA04g14220D
GSBRNA2T00083309001	AT2G24280	BnaA04g14230D
GSBRNA2T00083311001	AT2G24300	BnaA04g14250D
GSBRNA2T00083312001	AT2G24310	BnaA04g14260D
GSBRNA2T00083313001	AT2G24320	BnaA04g14270D
GSBRNA2T00083314001	AT2G24330	BnaA04g14280D
GSBRNA2T00083316001	AT2G24350	BnaA04g14290D
GSBRNA2T00083317001	AT2G24360	BnaA04g14300D
GSBRNA2T00083319001	AT5G56420	BnaA04g14310D
GSBRNA2T00083320001	AT1G72370	BnaA04g14320D
GSBRNA2T00083321001	AT2G24370	BnaA04g14330D
GSBRNA2T00083322001	AT2G24390	BnaA04g14340D
GSBRNA2T00083324001	AT2G24395	BnaA04g14350D
GSBRNA2T00083325001	AT2G24400	BnaA04g14360D
GSBRNA2T00083326001	AT2G24420	BnaA04g14370D
GSBRNA2T00083327001	AT2G24430	BnaA04g14380D
GSBRNA2T00083330001	AT4G31360	BnaA04g14400D
GSBRNA2T00083333001	AT5G43200	BnaA04g14410D
GSBRNA2T00083334001	AT2G24530	BnaA04g14420D
GSBRNA2T00083335001	AT2G24500	BnaA04g14430D
GSBRNA2T00083336001	AT2G24490	BnaA04g14440D
GSBRNA2T00083337001	AT2G34000	BnaA04g14450D
GSBRNA2T00083338001	AT3G28620	BnaA04g14460D
GSBRNA2T00083343001	AT2G41360	BnaA05g20460D
GSBRNA2T00083345001	AT3G01020	BnaA05g20470D
GSBRNA2T00083346001	AT3G19595	BnaA05g20480D
GSBRNA2T00083347001	AT3G19580	BnaA05g20490D
GSBRNA2T00083348001	AT5G36200	BnaA05g20500D
GSBRNA2T00083349001	AT5G17150	BnaA05g20510D
GSBRNA2T00083353001	AT5G60440	BnaA05g20520D
GSBRNA2T00083354001	AT3G19553	BnaA05g20530D
GSBRNA2T00083355001	AT3G19550	BnaA05g20540D
GSBRNA2T00083358001	AT3G19540	BnaA05g20550D
GSBRNA2T00083360001	AT3G19510	BnaA05g20560D
GSBRNA2T00083361001	AT3G19500	BnaA05g20570D
GSBRNA2T00083362001	AT3G19490	BnaA05g20580D
GSBRNA2T00083363001	AT3G19460	BnaA05g20590D
GSBRNA2T00083364001	AT3G19450	BnaA05g20600D
GSBRNA2T00083365001	AT3G19440	BnaA05g20610D
GSBRNA2T00083366001	AT5G47300	BnaA05g20620D
GSBRNA2T00083370001	AT3G47580	BnaA05g20630D
GSBRNA2T00083372001	AT3G19420	BnaA05g20640D
GSBRNA2T00083375001	AT3G43960	BnaA05g20650D
GSBRNA2T00083376001	AT3G19390	BnaA05g20660D
GSBRNA2T00083380001	AT1G05530	BnaA01g23020D
GSBRNA2T00083382001	amor|GSBR	BnaA01g23030D
GSBRNA2T00083384001	AT1G62630	BnaA01g23040D
GSBRNA2T00083385001	AT1G60780	BnaA01g23050D
GSBRNA2T00083386001	AT4G22280	BnaA01g23060D
GSBRNA2T00083388001	AT1G60800	BnaA01g23070D
GSBRNA2T00083389001	amor|GSBR	BnaA01g23080D
GSBRNA2T00083390001	AT3G08840	BnaA01g23090D
GSBRNA2T00083392001	AT1G60900	BnaA01g23100D
GSBRNA2T00083393001	AT1G18590	BnaA01g23110D
GSBRNA2T00083394001	AT1G60940	BnaA01g23120D
GSBRNA2T00083398001	AT2G35630	BnaA01g23140D
GSBRNA2T00083400001	AT1G10950	BnaA01g23150D
GSBRNA2T00083401001	AT1G60950	BnaA01g23160D
GSBRNA2T00083402001	AT1G60960	BnaA01g23170D
GSBRNA2T00083404001	AT5G09890	BnaA01g23180D
GSBRNA2T00083405001	AT3G44840	BnaA07g03730D
GSBRNA2T00083408001	AT5G42180	BnaA07g03710D
GSBRNA2T00083409001	AT1G09830	BnaA07g03700D
GSBRNA2T00083411001	AT5G10630	BnaA07g03690D
GSBRNA2T00083412001	AT2G16650	BnaA07g03680D
GSBRNA2T00083414001	AT2G16630	BnaA07g03670D
GSBRNA2T00083415001	AT2G16595	BnaA07g03660D
GSBRNA2T00083416001	AT2G16570	BnaA07g03650D
GSBRNA2T00083417001	AT2G16530	BnaA07g03640D
GSBRNA2T00083418001	AT2G16405	BnaA07g03630D
GSBRNA2T00083421001	AT2G16400	BnaA07g03610D
GSBRNA2T00083426001	AT2G16365	BnaA07g03600D
GSBRNA2T00083427001	AT2G16280	BnaA07g03590D
GSBRNA2T00083429001	AT2G16270	BnaA07g03580D
GSBRNA2T00083430001	AT4G39260	BnaA07g03570D
GSBRNA2T00083432001	AT2G16250	BnaA07g03560D
GSBRNA2T00083433001	AT4G34450	BnaA07g03550D
GSBRNA2T00083435001	AT2G16130	BnaA07g03530D
GSBRNA2T00083437001	AT2G16120	BnaA07g03520D
GSBRNA2T00083439001	AT4G31805	BnaCnng61940D
GSBRNA2T00083440001	AT4G39980	BnaA01g34720D
GSBRNA2T00083441001	AT4G12580	BnaAnng29350D
GSBRNA2T00083445001	AT5G28235	BnaCnng61960D
GSBRNA2T00083446001	AT1G61080	BnaAnng29360D
GSBRNA2T00083447001	AT5G01410	BnaC08g47410D
GSBRNA2T00083449001	AT1G18870	BnaC08g48240D
GSBRNA2T00083450001	AT1G75950	BnaCnng61970D
GSBRNA2T00083451001	AT4G27680	BnaCnng61980D
GSBRNA2T00083452001	AT4G08330	BnaA02g36660D
GSBRNA2T00083453001	AT4G08320	BnaA02g36670D
GSBRNA2T00083455001	AT3G30247	BnaCnng61990D
GSBRNA2T00083459001	AT1G31870	BnaCnng62000D
GSBRNA2T00083460001	AT5G54585	BnaCnng62010D
GSBRNA2T00083463001	AT5G23650	BnaCnng62030D
GSBRNA2T00083467001	AT1G27060	BnaCnng62040D
GSBRNA2T00083471001	AT5G02030	BnaAnng29380D
GSBRNA2T00083472001	AT5G53850	BnaAnng29390D
GSBRNA2T00083476001	AT5G08139	BnaAnng29400D
GSBRNA2T00083477001	AT1G80790	BnaAnng29410D
GSBRNA2T00083478001	AT3G10670	BnaAnng29420D
GSBRNA2T00083479001	AT3G10680	BnaAnng29430D
GSBRNA2T00083481001	AT2G38290	BnaCnng62050D
GSBRNA2T00083484001	AT4G00820	BnaAnng29450D
GSBRNA2T00083486001	AT1G28030	BnaCnng62060D
GSBRNA2T00083487001	AT1G70770	BnaCnng62070D
GSBRNA2T00083488001	AT2G26590	BnaCnng62080D
GSBRNA2T00083489001	AT3G26200	BnaCnng62090D
GSBRNA2T00083490001	AT3G55370	BnaCnng62100D
GSBRNA2T00083491001	AT2G40095	BnaCnng62110D
GSBRNA2T00083492001	AT2G07505	BnaCnng62120D
GSBRNA2T00083493001	AT5G02410	BnaAnng29460D
GSBRNA2T00083494001	AT3G18950	BnaCnng62130D
GSBRNA2T00083498001	AT5G46050	BnaCnng62140D
GSBRNA2T00083500001	AT4G16500	BnaCnng62150D
GSBRNA2T00083502001	AT1G24000	BnaCnng62160D
GSBRNA2T00083506001	AT3G21690	BnaAnng29470D
GSBRNA2T00083512001	AT5G36080	BnaCnng62180D
GSBRNA2T00083513001	AT2G40650	BnaA03g56510D
GSBRNA2T00083514001	AT2G40640	BnaA03g56520D
GSBRNA2T00083516001	AT5G64610	BnaAnng29480D
GSBRNA2T00083517001	AT4G34470	BnaAnng29490D
